Name,Rating,Review,Comment
Sk Rinku Sk Rinku,5,Must buy!,Good
Flipkart Customer,5,Must buy!,Excellent product from boult
Flipkart Customer,5,Awesome,Good sound bt note a good coll quality
godula srinivasareddy,2,Not good,Not like
tushar kakkar,1,Did not meet expectations,Everything was good except that it doesn't work more than a week. Had it replaced but still faced issues. - doesn't get charged after 1 week - usually sound reduces every week until it is completely gone in about 2 weeks. Don't buy this product rather add some more money and buy something which will work for longer time. Complete waste of money
Appala Naidu  Palli,5,Worth every penny,good
Flipkart Customer,2,Not good,Bod product
Nand Kishore,4,Very Good,Over all good
Flipkart Customer,5,Awesome,Worth for it's cost. Sound Bass quality was okay. Fit for ears nice product
Flipkart Customer,5,Must buy!,"Super ,❤️❤️❤️🧡"
Ashik,3,Nice,"Sound Quality not good ,"
Sandipan  Chattaraj,4,Very Good,It is a aswome product and it is value for money
Flipkart Customer,5,Simply awesome,the best earpods i'ever used and also if u r finding trouble with bass use the buds size bigger and use   u can expierence the real bass 👌🏾 it is far better👌🏾
Hit Jadav,5,Perfect product!,Best sound ever deep bass never beat other brands for boualt audio sach great product i love all products
Suraj Sikdar,5,Terrific,Good sound quality love it
Mohanapriya Priya,5,Must buy!,Good
Ajinkya Gaikwad,5,Highly recommended,Nice
Krishna  Flipkart Customer,4,Nice product,"Sound quality is good... But, No bass..."
Dinesh  Mahto ,1,Absolute rubbish!,Outgoing calls efacted
Jaya Prasad,5,Best in the market!,Super
Shaikh Abdul Zahid,5,Wonderful,I like this
CHARAN N  REDDY,5,Highly recommended,Nice product
Sanjeev  Soni,5,Awesome,Best airbase airpods with good sound quality and battery backup.
Soumya Ratheesh ,4,Wonderful,Good product
Haris Chandra,4,Delightful,Good
Irfan Pathan,1,Waste of money!,Very bad products
Nandini  Paswan ,5,Worth every penny,❤️in love with this ❤️
vinod kumar,4,Delightful,Nice sound and battery backup
Arun K,5,Awesome,Value for money
Pramod Kumar,1,Unsatisfactory,Not good 😉
Muzammil Mulla,4,Good quality product,Good
Rakib Shaikh,1,Horrible,Worst product ever i have seen . Mi. Quality is very bad like i will give 0 out of 10 . Don't buy this product go for boat . Boat is far better than this worst product .I have purchased it but no return policy is available . So i badly stuck here .
Mukesh Singh,2,Expected a better product,Didn't caught network problem properly.its disconnect between and then work
Aanand Goswami,5,Super!,Wonderfull earbuds
Flipkart Customer,4,Very Good,Very good product value for money
Jinarul  Islam,4,Pretty good,Very good quality
Flipkart Customer,5,Classy product,It's was an nice product and the quality of the sound was superb.its really an nice product
Chethu Chethan,3,Does the job,Nice
Pramveer,4,Pretty good,Good product
prem Rajput,5,Terrific,You're awesome
Vasanth Kumar,5,Terrific purchase,Boult sound quality smooth and clean voice battery 🔋 supper back up thanks Flipkart 👌👌👍😍 I'm happy
Flipkart Customer,5,Classy product,Very good product and sound is very good and having extra bass is super good👍
Flipkart Customer,5,Must buy!,"It's working is Good, i fully satisfied"
Uthaya Kumar,5,Simply awesome,Good condition
Kabir pd.,3,Nice,Works fine but sometimes one of the earbuds disconnects automatically  for 2 or 3 second.my phone connect with the earbuds even when they are in box.
Srikanta Santra,5,Best in the market!,Very Good Product.
SHUBHAM GHANWAT,4,Value-for-money,"Good product, value for money"
Mrr Aravind,4,Good quality product,Awesome
Md Azhar Uddin,5,Great product,Boult products awasome I felt that in this price range product and sound will not be good but my thought was wrong and after 2 months using enjoy a lot.Thanks to Boult Fantastic ....
Flipkart Customer,5,Great product,Ok
PRINCE KUMAR SINGH,5,Mind-blowing purchase,Awesome product
Harsha,5,Terrific,Good product 👍👍
Shaik Moulali,5,Worth every penny,Value of money is high
pragati kumar bada,3,Good,Its ok.. but not upto the mark when you compare with Boat
Lava  Kumar,4,Very Good,Worth for money
Kamlesh Pusatkar,3,Just okay,"Did not get it on time.  It's bit uncomfortable to ears, however can manage. sound is good. Overall a good product to buy."
SATHISH S  USS,3,Fair,Ok
Flipkart Customer,1,Horrible,Charging problem .. contacting problem
Praful Chaudhari,1,Utterly Disappointed,Sound & Connectivity issue
HARI CREATIONS,5,Excellent,Super Product.....Best Quality ✌️
Vedant Rana,4,Very Good,Stopped working within 20 days
rohit rathod,1,Horrible,"Not working right airbus,, west products"
Abhishek Pal,1,Useless product,Sound quality is low.
Flipkart Customer,4,Nice product,Over all its nice product
Muhammed Riyas,1,Very poor,Verey bad product... Touching control's are not working... Not comfortable to use...
Prince Anshuman  Samal ,1,Worthless,"Very bad product,build material is low"
Mohd  Hassan,5,Awesome,Best product thnku Flipkart
Vishwa V,1,Very poor,Not recommended to buy
Flipkart Customer,5,Great product,Very good one
Sirisha  Munganda,1,Horrible,Most unsatisfied product very poor sound  quality & for voice calls opposite person can't  hear my voice   waste of money 🤬
Ranjit Behera,5,Terrific purchase,Super
Mintu Biswas,5,Best in the market!,Nice product
Manipriyasri ,5,Super!,Super and very product value of money i give to 5star rating
MINTU NATH,4,Good choice,Wow ❤️💋
Flipkart Customer,3,Nice,"The bass could have been better 🙂.In my opinion if you want this only for music, it is not for you.But if you want overall experience it will provide you for very good price."
Sukhvinder Singh Dhillon,1,Waste of money!,Don't waste your money & in return policy they just replace it not refunding just scraped money in waste product
Dipak Choudhary,5,Super!,Ok
Abdul Arshad,4,Worth the money,Perfect Product in this price rs.999... (10/8) I give to rating! Absolutely recommend Boult Audio Airbass!! Good quality and Product. Just go for it! Thank You Flipkart ❣️
Flipkart Customer,5,Terrific purchase,Nice but colour is gray
Flipkart Customer,5,Great product,It's wonderful product
Flipkart Customer,1,Worst experience ever!,This is very bad product..Their warranty proceser is very bad..Don't buy this company product..
Mohit Kumar,3,Nice,Top class sound in budget cost
Flipkart Customer,1,Terrible product,Bad Sounds quality
Akash  Kr,5,Terrific,Sound quality is not good.
Shaik Anwar,5,Excellent,Ok
Vishakha,5,Fabulous!,Quality is good and lightweight.
Arup Chakraborty,5,Great product,Mast base quality is too good than one you can bye thnkyou to Flipkart hope farther will best...
Aman Nayak,5,Highly recommended,This a good product and their sound and calling function are good.
Deepak Kumar,1,Worthless,very poor
Bhole Poswal,5,Terrific purchase,Good  products
keerthi ANBU,3,Fair,Jast ok
Faizan Sheikh,1,Unsatisfactory,The product is not working properly
ARJUN SINGH THAKUR,4,Wonderful,Good
Akesh Vincent,5,Terrific purchase,Good one.
Guna Sagar  Perupogu ,5,Terrific purchase,Super Good Quality I Loved It
Pranil  Giri,4,Value-for-money,Nice product.
Tejas  Patil,5,Awesome,Nice product
keshab Panda ,5,Excellent,Good
HEMANTA  Male k,5,Wonderful,Ok
Sonu Sam,4,Good quality product,Sound quality is good but there is an issue charging in buds
Flipkart Customer,5,Excellent,Bolta audio is good
Raju Chauhan,4,Nice product,Good product
Akanksha Lakra,5,Super!,I loved it very much Same Product and the with best quality thank u very much Flipkart for your Amazing Product ♥️
Sandeep  veer ,1,Fabulous!,Nice
Roshan Singh,5,Just wow!,Super 🤗
Amit Das,5,Must buy!,Quality is very good this is nice product
Rammohan Rao,5,Brilliant,Good
Imran shaikh,5,Highly recommended,I like product very nice product thank you so much the best quality and the best song sound and battery backup very so muche
Flipkart Customer,5,Terrific purchase,Good
sandeeprathod,1,Did not meet expectations,Only sound no bass
Edazi,2,Moderate,Doesn't fit to the case after inserting..Which leads to connected with device even when after put in the case
Adithyan B S,5,Must buy!,Great product at this rate.
Debasis Nayak,5,Terrific purchase,Good Value of money
Soumojit  Das,5,Mind-blowing purchase,Good quality... I love it❤️
Harshal Singh,5,Best in the market!,Very long battery backup good packaging and you get 1 year warranty at this price.
Rustom Mia,5,Fabulous!,Nice ❤️❤️❤️
Flipkart Customer,5,Worth every penny,Ok
Shubham Munda,4,Good choice,Product is good and sound quality is  also awsome.
Flipkart Customer,5,Fabulous!,Very good
Sanjib Shil,5,Highly recommended,Good sound
Madhur vinayak Namdev,5,Great product,Thank you boult audio. this product was awesome 🤩🤩 😊
Flipkart Customer,4,Nice product,Boult audio
Amrit  Kumar,5,Terrific purchase,Nice product
Flipkart Customer,2,Expected a better product,Not good
Flipkart Customer,4,Value-for-money,Good
Sazzad Ahmad,5,Best in the market!,excellent
Prem  jain ,5,Wonderful,Such a great product its really best compared to boat eardopes 381 and it is in affordable price  its has best battery backup i loved this product 😊😊
Flipkart Customer,5,Wonderful,Boult audio airbass gearpods is very good
Flipkart Customer,4,Delightful,Good battery backup
Rahul Virat,5,Mind-blowing purchase,Just awesome product in low price
Mahesh kumar  HA,2,Slightly disappointed,Not Happy
Gopi Krishnan,3,Nice,Using while driving its not audible
Flipkart Customer,5,Must buy!,Value for money
Flipkart Customer,5,Mind-blowing purchase,Good
Flipkart Customer,4,Delightful,Not working properly
Akash Mondal,4,Worth the money,Ok
Mr. Sangram Keshari Sahoo,4,Nice product,"All features are good, but bass is not satisfactory"
Anant   Chaudhari,4,Pretty good,"A product is fabulos ,on  a price shown it sound quality is best and bass also it is good product"
Madhavi  Yeluri,5,Worth every penny,Go for it...!!
Aman Kumar,4,Wonderful,Hard 🔥 luck and quality
Karan Parte,5,Decent product,"The sound  has amazing quality,with smart sensors, loved it, planning to buy a new one"
INFINITY TECH TAMIL,4,Very Good,Good Sound Quality but...Call Quality 2/5 ...
ALTAF  HUSSAIN ,1,Not recommended at all,Noise cancellation was so so poor
Raman Kumar,4,Value-for-money,Catching sound of all around area
Flipkart Customer,1,Terrible product,After one or two months one of your EarPods will be not pairing or else it will not get charged This is waste of money Boult need to see it !
Devendra Singh,5,Awesome,Very nice 👌
Aswinraj I,5,Best in the market!,This is Amazing 😍😍😍
Dharma Abi,5,Best in the market!,The best product
Sazid KHAN,5,Worth every penny,Nyc
Flipkart Customer,1,Did not meet expectations,Mic bad voice
Flipkart Customer,5,Classy product,Valuable
Bhavya Dahiya,1,Not recommended at all,Very bad after buying of 1 months it's left ear bud does not charge
Karan Nalugade,4,Wonderful,Product is great but delivery is 2 days late
Naresh Kumar,5,Just wow!,Worth for money and it's absolutely amazing product ever seen
Srinivasa rao,5,Classy product,Nice product 👍🏻Value for money 🤑Good sound quality 😊
Kartik Thakare,5,Excellent,Good product and value for money
my channel INDIA,4,Pretty good,Nice product...
Flipkart Customer,5,Awesome,its amazing
Damarasingi Shiva,3,Good,Nic
Anurag Choubay,5,Terrific,Excellent product value for money
Deepak Kumar,5,Mind-blowing purchase,Good product
Shaik Jan Basha,5,Fabulous!,Nice comfortable and some times spikers noise in airBass
Aashritha Sunkinikar,5,Great product,It's good
Sushmita singh Vishen,5,Mind-blowing purchase,"The product is impressive and cost effective  also ,the sound quality is good and the battery capacity is the one of the key benefit of this product ."
Vaibhav Saxena,4,Really Nice,This product is good and awesome sound quality..
Ridhi  Prakaah,2,Could be way better,Sound Quality is bad
chandradeep sikharwar,5,Mind-blowing purchase,Sound quality is good but after the 1month using charging  have not work properly
Pawan Kumar,1,Did not meet expectations,Very bad
malay chakraborty,4,Good quality product,nice sound
Gururaj K.mogali,3,Fair,Ok to just listen to music. And its designe hurts my ears
Shubham Deshmukh,2,Bad quality,The mic performance is worst. The recieved is unable to hear our voice on calls
rohan Mathias,1,Useless product,Microphone very low quality.
Pradip Golder,1,Useless product,not good plz titen
Mohd Lotus,5,Terrific,This earbuds is awesomeThe voice of earbud is mind blowing
Risham Kz,5,Great product,Awsome product
kalpana Kalpana,4,Wonderful,Good
Randy Dina,1,Horrible,"Worst its not charging,soo bad"
Flipkart Customer,5,Brilliant,Best headphones ever
M pavan  Kumar,5,Brilliant,It's ok at that money 🤑💰
Flipkart Customer,5,Just wow!,it is very good nice best volume
Flipkart Customer,4,Good quality product,Firstly when you buy this it works good then after 3to 4 mounths it's case not working properly .
Kirti Ohlyan,5,Best in the market!,Very good
Kumbhar Moshin,5,Just wow!,Very good boult audio nice sound and bettre
Flipkart Customer,4,Very Good,Good product
Shadab  Anwar,5,Great product,Battery backup is average Sound quality goodCall sound quality averageBuds design is impressive
Mangesh  Banchhod,4,Pretty good,Best
Dhyan Gowda Gowda,5,Worth every penny,Nice device for the price
Edubilli Mahesh,5,Terrific,Good product
Shoeb khan Shoeb khan,5,Must buy!,Super
suresh kumar,4,Worth the money,Good product
Bulet mia,4,Pretty good,Boult audio sound quality is good but calling default
Qwaja Mohiddin,3,Does the job,"Good delivery,Nice product,valuefor money"
Sajan Kumar,5,Best in the market!,Good
Amit Chauhan,4,Very Good,Best quality
SHYAM SUNDER SUTHAR,5,Super!,Boult audio bast product 1 years warranty card
Mohammad  Ashad,1,Worst experience ever!,Very bad battery backup up.. If you call with this gearpod other side person cannot be able to hear you..Bass zero.. waste of money
Ajit chouhan Chouhan,1,Don't waste your money,The cancer of the product some time do no work
Rocky  Verma,1,Horrible,My airbird 1 month bad
Prem,1,Worthless,Waste of money
Sudhar San,5,Mind-blowing purchase,Sound was good
Taichoi Wangpan,1,Hated it!,Poor product
Flipkart Customer,5,Excellent,Beast
Flipkart Customer,5,Worth every penny,Awesome sound quality and I can charged  this for 5 to 10 minutes and used upto 3 to 4 days
Flipkart Customer,1,Absolute rubbish!,Wastage of money Not a good sound
AARAV  Singh verma ,5,Terrific purchase,Nice and fitting is awesome 😎😎
Rishik Jaiswal,4,Very Good,Nice earbuds! I loved it 'but the left one is not fitting in my ears properly
Shubham Singh,5,Terrific purchase,Best 👍👍 but base is not so good that one problem.
MITESHKUMAR PRAJAPATI,2,Slightly disappointed,Within in 1 week 1 side airbass not charging
sudershan  Aagrawal,5,Mind-blowing purchase,Its amazing
Flipkart Customer,5,Perfect product!,Good
sameer Akhtar,3,Good,Battery bekup are baad and also sound
Flipkart Customer,1,Don't waste your money,Noise Cancellation and mic does not working properly in the market.
kumarreddy,4,Nice product,Superb
ARJUN MALAKAR,5,Highly recommended,Good product 👍😍
Ashok Kumar,4,Value-for-money,All is good
Nishant  Raj,4,Good quality product,The problem with my boult audio gearpods is it does not off when inside the box and the sound seems lower than before
Jitender Kumar,5,Terrific,Great voice and nice product thanks boult
Flipkart Customer,4,Value-for-money,Sound is goodPairing is superBut calling is 3/5
Purnima Pandey,4,Good quality product,Very beautiful
ANURAAG MARPALLY,4,Very Good,Nice product
Awni Dubey ,3,Just okay,Good
PRABHUL RAJ,4,Delightful,Good one
Flipkart Customer,5,Super!,It's an amazing product working like a wired headphones
Naresh Yadlapalli,4,Very Good,Good
Vijay  Kumar,5,Fabulous!,Super bass
Priya Ghosh,4,Good choice,I am satisfied about this BOULT AUDIO GEARPODS.Sound Quality much good
Shubham Patel,4,Worth the money,I face  some problem in this divce but product is good
Piyush  Mahto,5,Simply awesome,Audio quality is very good and the battery backup is very nice it goes upto 4 days in single charge
Flipkart Customer,4,Very Good,Bater
Pradeep  Yadav,5,Simply awesome,Best quality and quantity
VENKATA AKHIL,5,Perfect product!,Nice Quality
Sujithkumar AP,5,Mind-blowing purchase,Nice product
Kundan Tiwari  ?????? Tiwari,5,Brilliant,Super
Ramnaresh  Kurmi ,1,Worst experience ever!,worst product
MANI KANDAN,5,Mind-blowing purchase,Good
Girish Panda,4,Good quality product,Battery backup and sound quality is good but it's sensor is not good. When i want to pause the video it is quickly open the Google assistant. It's sensor is very bad quality.
Sairam Singh,4,Worth the money,"Sound quality is good,bass is good but I hope it will some more build quality and small design overall superbbbbb....really I like this one"
Sunil  kumar N,3,Good,Touch doesn't work properly
Karthick P,1,Worthless,Mic 🎤 is not good
prakash Nayak,4,Value-for-money,Very nice
Dhivakar,5,Classy product,This device is not good waste of money
Flipkart Customer,2,Not good,Ok base price is ok
Flipkart Customer,5,Awesome,Good product
Amit  Parte,1,Worst experience ever!,Bad experience for receiving call
Shobha Shivdas,4,Nice product,Bass quality is just awesome. Battery back up is also good.
Soni Joseph,4,Very Good,Super
Flipkart Customer,5,Fabulous!,Nice one
Abhi Aditya,5,Must buy!,It's very nice ☺️
Anindita Roy,5,Highly recommended,Awesome 😊
Flipkart Customer,5,Worth every penny,Good product
Shivam Vishwakarma,5,Must buy!,Super product
Vignesh Pandian,4,Pretty good,"Sound quality and battery backup is good, build quality feels soo lite and not smooth"
Flipkart Customer,4,Delightful,"Using the product for previous two days and the sound quality is decent good treble and bass, battery backup is also good it was worth to buy this product at this price range"
Flipkart Customer,4,Good quality product,Superb quality 👌
Naved  Khan,1,Worst experience ever!,Left side earbud not working after one week Plz don't buy don't waste your money
Aman Gautam,3,Just okay,Bass and sound quality is good
Ayush.,5,Classy product,Good
N.Dinesh Yadav,5,Classy product,Nice
Flipkart Customer,4,Very Good,Its value for Money.
Flipkart Customer,1,Worst experience ever!,"Honestly, waste of money one side delaying , just go for another one don't waste your money in this"
Stanly Abishek,5,Fabulous!,Loved the product❤❤❤
Flipkart Customer,5,Fabulous!,Nice product u can go for it
Uttam Singh,2,Could be way better,"Mic is very slow. if you are talking to others, your voice is too slow."
Ankit Pal,5,Perfect product!,Very nice quality       & Sound quality also good
Sridhar  k,1,Utterly Disappointed,Not fit for my phone
Flipkart Customer,1,Useless product,Worst stopped working after 2 weeks
Flipkart Customer,5,Highly recommended,Good
Tanmay Das,5,Wonderful,Sound quality is very good and battery backup also....
Jaiswar Ajay,4,Delightful,Best Buds For Mid Range
Flipkart Customer,5,Terrific,Good
Mani kumar MS MS,4,Delightful,Good product
Nitesh Sagathiya,5,Terrific purchase,Very nice
Laxman Lmr,5,Terrific purchase,Super
RATNESH  Singh ,4,Very Good,Good product
Jais Vincent,5,Fabulous!,Good
Subhanshu Kumar  Bhushan ,5,Just wow!,Nice product
Astik Panday,5,Perfect product!,Amazing product
Flipkart Customer,5,Fabulous!,Best product
Avinash Pandey,4,Good choice,Best product as I am using it.Sound quality is too good and comfortable.Battery backup & noise cancellation.
Flipkart Customer,3,Nice,"I have purchased it on 21-11-2021 and now from couple of weeks I am facing an issue in one of the earbuds, one of them stop working suddenly for few minutes and then on reconnecting it works fine for some time then same issue starts."
Neetu  Singh,4,Really Nice,Gud
Kaushik Patil,5,Perfect product!,Nice product
Flipkart Customer,5,Terrific purchase,Boult audio airBass  gearpods.  Amazing
Flipkart Customer,3,Decent product,After 2 month's the sound will too low worst experience with air buds
Shivam  Yadav,5,Mind-blowing purchase,Boulton is very goodproduct
Nagesha R,2,Slightly disappointed,Call voice not good poor
baskar bass,1,Not recommended at all,"Don't buy ....waste of your money , this is failure product"
Soumo Bose,2,Bad quality,Please never ever buy this product. Sound quality is no doubt good but the mic is very very bad. If you were on call the person on the other side could not hear you at all and there is conectivity problem.
Ranjeet Bhagat,5,Highly recommended,Good product
Vishal  Sharma,2,Bad quality,Sound quality is very cheap
Flipkart Customer,5,Worth every penny,Nice
PONNAIAH S,1,Absolute rubbish!,"While receiving call, answering to the call.. not heard by caller.very poor mic -receiving system. Don't buy."
Hansraj Sain,1,Did not meet expectations,Battery 🔋 backup bad
Flipkart Customer,4,Value-for-money,It's really nice buds nice sound effects
Sandipmd Patil,5,Fabulous!,Best quality and bass is awesome
Dilip Kumar,1,Unsatisfactory,very very bad products dont buy
Abhijeet Customer,1,Waste of money!,1 sode not working
Flipkart Customer,5,Fabulous!,Nice herbuds and clear sound effects battery backup nice quality
Dhyanendra kumar Jha,1,Utterly Disappointed,Not working in one month
Sachin Aeri,5,Super!,Must buy
Abran  Sindha,5,Super!,Best 👌 👍
G Pritam Gosai  G Pritam Gosai ,5,Classy product,Nice
Edison  David,1,Did not meet expectations,Call quality is ok
Flipkart Customer,5,Terrific,The wonderful product 😍😍😍
SOUMYADIP SAMANTA,1,Very poor,After use around three months it's bud not charging
Ankith T N,5,Worth every penny,"Boult airpods are worthfull buying it and it's  sound quality, touching sensor are  well designed and this is my first experience with the boult audio"
Shubham Sharma,1,Terrible product,"Low bass,useless sound,3 hours battery backup"
Imran Khan,1,Worst experience ever!,Mice voice range is very low
Vibhu Nilay,5,Fabulous!,One of the best airpods I've used
Flipkart Customer,2,Moderate,Not good
AMIT  Singh,4,Value-for-money,The boult audio is best but some battry issu
ADINARAYANA KOSUVARIPALLI,4,Very Good,Nice product. Some times voice is dropping
Flipkart Customer,1,Worthless,Not working now and now and
Bhargav Prajapati,5,Simply awesome,"Good sound, battery backup and connectivity."
Flipkart Customer,2,Not good,Don't buy it's boult service is very poor
Mohd Javed  saqlaini,5,Brilliant,Nice product
Pawan Baloni,5,Mind-blowing purchase,Nice
Flipkart Customer,1,Waste of money!,This is bad product
Badal  Nayak,1,Absolute rubbish!,Not good
Muhammed Abdul Majid,5,Just wow!,Good product. Like it
Alokesh Das,5,Super!,Nice product ❤️
Lakavath Balaji,1,Waste of money!,Don't buy it
Noor Khan,1,Horrible,not Good
Aruush goel,1,Terrible product,Very uncomfortable fitting
Flipkart Customer,5,Just wow!,Very good👍 but no sencer yr
Dhruba Kalita,5,Brilliant,"Liked the product alot , feels premium and previously I had used their wired headsets it's still working after almost 2 years, even there customer service is very quick on resolution."
dhinshob k,5,Best in the market!,Good sound quality and bass
Ghanshyam AGRAWAL,5,Brilliant,Very Happy product very good
Harshit Pateriya,5,Perfect product!,Good product
Ranjit Thakur,4,Delightful,If you improve the gaming quality in your product then it will be a best Bluetooth gearpods
bunty todiwal,5,Must buy!,Nice product sound quality so good thank you flepkart
Ramesh Singh,5,Great product,It really impressed me nice sound quality not too good but nice battery backup specialy it's design realy awesome.
Flipkart Customer,1,Very poor,Worst product.... Talking over this product having worst sound quality...
Flipkart Customer,4,Very Good,Good product
Flipkart Customer,3,Good,"This was my first TWS,build is good and compact.The sound quality is nice when i listened to songs and  mic quality seems to be poor,the other person can't hear untill i speak louder.Battery backup is decent.overall a nice product when only if your main preference is audio quality.Don't expect for the mic quality it is bad"
Princess s,5,Terrific purchase,"Good quality , value for money product 👍🏻👍🏻👍🏻👍🏻"
Sanket Bhusare,5,Classy product,Very good product
Flipkart Customer,1,Useless product,Bad sound quality
Sangeeta Kumari,5,Great product,Best products
Flipkart Customer,4,Good quality product,Nice product
ramesh appikonda,1,Unsatisfactory,Calling cancellation not good
Jeevan  bhise ,1,Useless product,The product has been so many issues I m disponte 😔😔😔😔
Ramavath Laxman ,1,Hated it!,West product... don't buy this product
Mayur Bhavsar,2,Bad quality,After a 3 month a gearpods audio it's not clear........Some problem in a sound
Flipkart Customer,1,Unsatisfactory,Poor quality
Himanshu Singh,5,Perfect product!,Battery backup superb...
Saleem  Mohammad abdul,4,Very Good,Nice
Flipkart Customer,3,Just okay,I am not happy
Vivek Kumar ,1,Don't waste your money,Good audio quality
Ivan Manual,5,Worth every penny,Awesome product
Achhelal  Singh ,1,Terrible product,Quality is very bad
Mahesh Sunke,5,Highly recommended,Product quality is awesome...and sound quality is also  good
Asif Khan,4,Worth the money,Charging problam
Flipkart Customer,5,Worth every penny,Super 😘
Kruparani Sriramula,5,Highly recommended,It's really product....! I liked it ❤️....!sounds are good and even the bass also good....!
Flipkart Customer,1,Horrible,Boult audio
Laxman Nathe,2,Not good,"Simply dont buy, not useful for calling, while using due to wind flow it may time automatically get operated, please don't buy go for another"
Flipkart Customer,1,Worthless,Very cheep quality I m not expect don't buy west off money  charging problem
Jophin Customer,1,Absolute rubbish!,Very bad product some time one side is not working first time this type of experience from flipkart
Santosh   Chidri,5,Perfect product!,Good quality
Flipkart Customer,1,Very poor,There is some disturbance in the left side ear piece
Soumya jit Ghosh,4,Wonderful,Super quality
Aftab Khan,5,Wonderful,Good value for money.. Great bass and long battery backup.
Ashvani Kumar,2,Moderate,2 hours battery life...
Praveen  Salyana ,4,Pretty good,Nice
Ashrafsha Diwan,1,Don't waste your money,Poor sound quality
Varun Singh,5,Classy product,5 Star
A SHANMUKHA RAO,1,Unsatisfactory,Original product as well as replacement... both are not working. These pods are not equipped with a better Mic. I think the Boult company should develop a better product with a better Mic.
shoukath ali,5,Just wow!,Completely satisfied with the product battery backup and performance is fantabulous 🙂
Sathiyaraj G,1,Worthless,Voice receivers quality very poor
Flipkart Customer,2,Not good,2months only buds worked properly after buds not working
Flipkart Customer,1,Hated it!,Very very bad 👎👎👎👎👎👎👎👎 Don't buy
Uzair  Hussain ,1,Absolute rubbish!,Purchase on 29 May 22 and after 9 day using left air buds not working properly. don't buy it
Dilli Babu,5,Fabulous!,Gud bass
Flipkart Customer,2,Not good,Bad.
Lalu SONDARVA,1,Did not meet expectations,boult audio aribass gearpods not working properly
Karan Kumar madeshiya,5,Classy product,Very nice
RAVI PETTA,5,Fabulous!,Nice
Parvej  Ahmad ,3,Good,Nice product
Flipkart Customer,5,Must buy!,Awesome product at this prize...totally worth it...thank you flipkart 😊
Janath,1,Not recommended at all,Sorry to tell...but one of the worst in the market out there
Kranthi kumar Sirigiri,3,Nice,Good
Manoj  Jangra,1,Useless product,Poor mic quality
Shashwat Shukla,4,Value-for-money,Good product but less durable
Manu A,5,Must buy!,Amazing Sound Quality and Battery Backup fine good for Normal usage
Samsad Ali,5,Terrific,Awesome
Dj dhiva Karan,3,Decent product,Value for money 💯
Gundla Satheesh Kumar,5,Great product,Good
Sreeramula Raghuramaiah,1,Worthless,Not spakar sound
Danish Khan,4,Pretty good,"Battry backup very good,But sound quality normal"
Mevasiya Swati,4,Worth the money,Super quality
Rashmi  Lokesh,5,Must buy!,Good to buy this product.
Muhammed Shareef K,2,Not good,There is a voice break when calling.Activa Noise Cancellation is not included .so Other noises from outside are disturbing
Devendra Kumar Kushwaha,4,Really Nice,Good product...
sitanath sahoo,1,Utterly Disappointed,Don't buying any one.
Flipkart Customer,5,Mind-blowing purchase,Veri Veri good product
Jeetesh Maharana,5,Simply awesome,Awesome sound with pure bass
Akash Kumar,5,Worth every penny,Nic product... Comfortable to use..Good quality of sound..
Flipkart Customer,5,Excellent,Very good quality and product
Bikesh Kumar Singh,2,Expected a better product,Sound is ok but mic. Quality low.....
Pavan Kalyan,5,Fabulous!,It's a exelent product
Shamik Roy,2,Slightly disappointed,Not good at all. Very cheap sound.
Snehal Patel,4,Worth the money,Good product
RAHUL TIWARI ,5,Wonderful,Good product 👍
Suraj Sonawane,4,Wonderful,"nice , product"
Flipkart Customer,1,Horrible,Bad
Amit,1,Unsatisfactory,Horrible experience with Boult. Right side buds stopped working in just a month it won't charge or connect if it ever gets charged. Asked for replacement they said mail them which is ridiculous. Avoid all boult wireless products
Mehmood Ali,1,Worthless,Not good bakwaas
JIJO JUSTUS,1,Not recommended at all,Very bad itam battery backup is very low
Flipkart Customer,3,Fair,So good in sounds volume
Akshay  Shete,5,Highly recommended,Superb product
anuj tiwari,5,Excellent,Good product
Chandrakanth  B,1,Hated it!,Sound quality is very poor
Flipkart Customer,1,Absolute rubbish!,Worste
UDAY  SHARMA,2,Not good,The product is not good
Poonam Bhoir,2,Slightly disappointed,sound low
Flipkart Customer,5,Best in the market!,Super
Vijay Kumar,3,Good,This product defect and slow sound
Md.  Aamer,5,Awesome,Gudd
Flipkart Customer,5,Excellent,good...nice product..
Aswanth K,1,Worthless,"Low sound qualityPlease dont buy this product, add some cash and buy better.If you buy this you will regret"
Aman  Soni,2,Could be way better,I m not satisfied...!!When i order this first time (32hrs varient)Right side bud touch is not working then i'll order a replacement then seller send me a bad product (24hrs varient) battery is not good
Gopu  G,1,Very poor,Very bad one for this..... Only use for 3 month  cheap item and no responsible for flipcart
Dinesh Kumar ,1,Terrible product,Right ride airboat not working
BASTAB  HAZARIKA,3,Fair,NOT bad but it pains my ears after using so long
Aditya Raj,1,Unsatisfactory,Do not buy this product play just like local earphones type not buds type play
Zyan Khan,5,Mind-blowing purchase,Very nice good 👍
Kailash Rana,4,Nice product,Good product
Mahesh Jaiswal,2,Bad quality,After using it for few months Left Earbud not working
Robin James,5,Terrific purchase,This sound is very very Awesome. Bass is good 👍❤
Flipkart Customer,2,Not good,Battery full waste and Mike was very poor and buds in case but buds was not disconnected don't try this
