Name,Rating,Review,Comment
Anurag Kumar,5,Great product,Love that buds 🤩 value for money product 💯💯 go for it don't wait 🙌
abu data,5,Must buy!,That's awesome
Flipkart Customer,3,Decent product,Average mic performance
Prateek  Pradhan,5,Highly recommended,Over powered 🔥❤️
Sanket Nayak,5,Fabulous!,Very Good Product. Nice Sound Quality. Bass is awesome
Madhavan R,5,Must buy!,"Worth product I have ever paid this one,call quality was awesome,u can change the control through mobile app"
Rajoju Saikumar,4,Very Good,Nice Product
Sawahar R,4,Worth the money,"This product is absolutely terrific 💯🔥. It adapts to all types of songs, whether its melody or bassy rap you will get best experience in this buds.But the problem is its giving pain in my ears after a couple of hrs non stop listening!🫤 (It may be my personal issue)"
Debasis Konwar,5,Brilliant,"Bought the product soon as it launched. Totally satisfied with it, sound quality is awesome, bass is punchy and microphone picks up voices very clearly."
Sanjay  Kumar ,5,Simply awesome,Osam sound and quality...
Flipkart Customer,5,Great product,Best product Best soundSpecially bassReal voiseAmazing in this range
Falen Tripura,5,Highly recommended,This product is very good and best quality
Manav Sharma,5,Fabulous!,Very good sound quality
BHANU PRAKASH GUTHULA,5,Worth every penny,best sound quality in this price range comfortable in ear fit best buds in this budget
Upendra Ghana,5,Worth every penny,Super drives super sound colaty
Rithwik Naidu,5,Just wow!,Must recommended tws for that price point(1900)!!!
Rohith  Krishnan,5,Fabulous!,Perfect considering the price rangeExcellent bassOverall good experienceValue for money
vamsi krishna,5,Value-for-money,Superb value of money 🤑💰
R Govindaraj  Govind,5,Highly recommended,💯 💯 Value for money😍😍
Prithwiraj Mondal,5,Brilliant,Great
Swagato Das,5,Best in the market!,I am very happy with this product. Thanx oppo and Flipkart for this. Very reasonable price. Product is good. Must buy it
Abir Pramanik,5,Terrific purchase,Best just go for it believe me you will never regret.
Shrey Prajapati,3,Nice,"Touch controls are very bad ... sometimes work sometime doesn't ..Specially Single tap doesn't work, Touch sensitivity very bad... Otherwise ok"
Rockman Samson,5,Perfect product!,Amazing sound signature
Flipkart Customer,5,Highly recommended,everything is good sound and base also
Mayank Dangi,5,Fabulous!,soo refined sound with punchy bass ... best in price
Dhananjay panda Buba,5,Brilliant,Very good product provide by flipkart. Thanks but price us too high..and all over good product..this is only made for music.
Flipkart Customer,5,Worth every penny,Super
Asif Mohd,4,Worth the money,Very good product osm value for money. Go for it👌👌👌👌👌 I am happy with  product 😊😊😊😊😊. Bettry. design.bild Quality. Osm
Flipkart Customer,5,Brilliant,The value that these earbuds are providing in this price-range is simply amazing.
Vicky Kumar,5,Brilliant,Nice
Flipkart Customer,1,Not recommended at all,dont buy the product
Aryan n,5,Classy product,Best oppo enco buds2 premium look sound are excellent bass 🔊  are superb  vocal are clear best earbud in this price range ..
R.karthick Rajangam,4,Really Nice,Excellent
anshuman  tripathi,5,Highly recommended,"Its a complete package! The best part is Dolby Atmos feature. If ur phn supports Dolby Atmos, you are gonna love the experience. Volume control is cherry on the cake!! Looks good and feels premium."
Flipkart Customer,5,Best in the market!,"Good one , for this price range"
Ravi Roshan Hembrom,5,Highly recommended,"i am satisfy with the product, good sound quality with good bass, a little problem in fiting in ear as may drop even a cloth come near to your ear, overall good product."
Flipkart Customer,4,Very Good,Value for money 💰
Flipkart Customer,3,Worth the money,"Sensor doesn't work for Stop or Play the song, and sensor are sense by any thing after touching ."
Flipkart Customer,5,Worth every penny,Amazing bass.Amazing sound quality.Decent built and battery backup.Call quality is also justified for price I paid.
R.Soorna Raj,5,Perfect product!,"Just Go for it, amazing sound, clear vocals, perfect bass , powerful battery backup, superb stereo.Decent noise cancellation, Decent call quality, charging is not fast tho,it takes more than 1:30 hrs ,i don't may be due to the charge adaptor am using. Using since a week."
Flipkart Customer,4,Value-for-money,value for money
devanshu bhardwaja,5,Excellent,Good sound quality 🔥I love it's charging case
Pathan Ibrahim,5,Best in the market!,Very good productI am so happy
Mayank  Soni ,5,Perfect product!,It's the Amazing product in this price range.. You can buy it without doubting on it..😍Super value for money
Shitanshu Deep,5,Super!,Amzaing Product.
Venkata chalapathi Malladi,5,Simply awesome,Amazing 😍
Abdus  Salam,5,Terrific purchase,Good
Surendra Chokka,5,Classy product,Sound quality amazing basis simply superGreat job for oppo
Prasanna Kumar  Baliga,5,Super!,Buld quality 👍 sound quality 👍
Mohammad Salman,4,Worth the money,Value for money
Neetha  Priya ,3,Nice,Nice product
Balaji Kumar,3,Nice,Good one 👍
kotadiya bhumit,5,Super!,Best product and fast delivery
utsav giri,5,Super!,Ok
Vicky the stranger,5,Wonderful,behatreen h basss lovers.......❤️
Flipkart Customer,5,Excellent,Awesome product great value product
Gokul K,4,Really Nice,Built Quality is Normal..Apart from these Everything is Fine for this Price.
Mohan Kumar ,5,Highly recommended,"Really ,this product is very good in this price range ,sound quality is awesome and bass is altra awesome.thank you oppo for this product"
Flipkart Customer,5,Perfect product!,Good
Saleem  Bagwan ,5,Terrific,Very Nice Product and best quality
sammi Kumari,4,Pretty good,Everything is good but sometimes it makes cranky noises while using which isn't so good imo.
Flipkart Customer,5,Best in the market!,Good product
Madhur  Shukla,4,Wonderful,Go for it.Audio quality is impressive.
Rafik,5,Great product,Value of money
Raj  Aryan ,5,Fabulous!,Awesome Buds
Prashant  Kumar,5,Excellent,Its the only product you should be looking for under 2k.
Flipkart Customer,5,Best in the market!,Just go for it by closing your eyes👍
Milan Sinh Parmar,5,Classy product,First impression 4.5/5Sound 4.5Fit in ear 4.8Bass 4.5Over all Worth buy
Dr. Saini Anoop,3,Slightly disappointed,Noise cancellation is not working properlyFor calling it is bad .waste of money
SANTOSH  SHIVAN ,5,Simply awesome,"Design- feels premium tws, it's finishing quality is good.Battery-can be better but it's okay.App- it's clean decent.Comfort- there are light weight and it's shape fits perfectly so they're comfortable.Sound- here the        vocal are high they are sharp and clear not too sharpe though.       Bass personally i love more bass so in normal model there is excellent bass but for our indians we need more so kept on bass boost then that bass is 25% more but surprisingly it not at all effects ..."
mohf shariq ansari,4,Wonderful,Sound quality is very good according to price range non of them is competition on this buds under 2000. But sound quality is very impressive base and mid is so balanced and not feel headache its feel so comfort and buds are not louder than realme air3 neo. Enco buds2 sound quality is much good comparing to realme air 3 neo and realme air 3 neo is also good i also used it.
Flipkart Customer,5,Wonderful,Superbbb product i love it 😍
Flipkart Customer,5,Must buy!,Awesome product ....nice bass ...and built quality also👌☺
SHOUVIK KUNDU,4,Very Good,"Audio quality is very good, connection is stable and using hey melody app provides more features which is nice . Battery backup is better than average. Call quality is better than OnePlus bullet z wireless which I was using before this . Hope it will be a long run experience unlike OnePlus. Ear grip is also good so it would be a perfect workout buddy. The first few days might feel uncomfortable in ear but after 2-3 days use it will be resolved our ear will adjust it's fit . I watched a 2.45 h..."
Manish Makvana,5,Fabulous!,Best oppo ecno buds 2
Flipkart Customer,5,Best in the market!,experience is good but touch gestures are not very fast
Bosir Mondal,5,Awesome,First The sound quality is top notch.Amazing Bass with clear Vocals makes This buds unique no doubt.A little louder but bass boosted.Best TWS  in Budget segment no one can beat this masterpiece in this Budget segment.and of course   OPPO. 10W first charge with premium Build quality Makes this TWS unique.6hours Battery backup and Yes Dolby Atmos supported.Will update more Later.BASS - 5/5SOUND CLEARITY - 5/5AUDIO QUALITY - 5/5BUILD QUALITY - 5/5 FIT COMFORTABLE - 4.5/5CALL QUALITY - 4.5/5
Wasim,5,Brilliant,Good battery backup very good quality and super bass 😀😀😀😀
J T Hussan,5,Wonderful,V good product
Shivam Trivedi,5,Super!,Thanks oppo for this beast bass and sound is like a multiplex theatre surrounding and loud with the best bass quality 10 out of 10 for bass and sound quality
Tanu Saharawat,5,Simply awesome,Such a nice product ... Happy customer 😇❤️
Naveen P,4,Pretty good,Nice
Manisha Kanara,5,Just wow!,I thinking it's best tws under 2000 I like these
Flipkart Customer,5,Classy product,overall quality is good audio experience is absolutely awesomefeedback-oppo can you metal hinge in the case because this one looks fragile
Shivam  Kumar ,5,Mind-blowing purchase,Butter and best music
Harsh Chandiwal,5,Terrific,This is the best tws And can beat all the tws under 4k to 5kClose your eyes and buy itBest sound
Flipkart Customer,5,Wonderful,VFM for each and every penny. Best earbuds ever used till now no cap. Used some boat airdopes in the past but oppo is just way better than those. Go for it without any hesitation.
Jijo Panakkal,5,Mind-blowing purchase,Battery and sound quality is superb
DOMENDRA  SINGH NETAM,5,Brilliant,Nice buds
Gosala  Mohan ,5,Highly recommended,Good product....
BALJEET KUMAR,5,Terrific purchase,Nice product
Flipkart Customer,4,Nice product,Very Good saund quality oppo enco buds 2
Sekh Meroj,5,Great product,Beautiful awsome.
sunil kumar,5,Terrific purchase,Good satisfied ^_^
Flipkart Customer,5,Simply awesome,Very good
Abhishek  Mitra,5,Mind-blowing purchase,"NGL, I was pleasantly surprised by the sound quality provided for the price point. The vocals are clear and the bass has depth. Best part, you can listen to music for hours without that irritating ear pain. The touch controls are sensitive enough and enough EQ option for listening pleasure. I would definitely recommend this!!"
Uday Kumar,5,Super!,Excellent product love it......👌👌👌
Om Kolte,4,Totally worth it.,"Totally worth it.This is my first TWS and I am totally satisfied with it. I have been using the Sony XB55AP (wired) and I feel this TWS is slightly better than my XB55AP. In the past, I have used Sony WI-XB400 Neckband and the Enco Buds 2 are definitely better than them. The sound is balanced, and the bass is perfect. Battery backup is also excellent, used it for a total of 3 days with the case discharged but both the earbuds still at 40% charge.If you are thinking about buying them blindly..."
Prodyut Manna,5,Must buy!,Love it❤️❤️
Azim Shaikh,5,Must buy!,sound quality is the best for this price
Appalanaidu Gidijala,5,Must buy!,Valu for money
Gulam  Naby,5,Great product,Best in budget segment top under 1599Sound lover is best choice this airbudsWow build qualitySuperb airbuds
Flipkart Customer,5,Perfect product!,Wow 🥰🥰 i'm happy below for money productAwesome Sound quality
Priyatosh Sinha,4,Pretty good,It's good
Farhan Siddiqui,5,Simply awesome,Best sound
Kesava,5,Great product,Superb sound is amazing.I loved it Connecting is also super
Flipkart Customer,5,Brilliant,Sound quality is excellent
Flipkart Customer,5,Terrific,Osm 😍😍
Alam Sk,5,Mind-blowing purchase,Best quality value for money Oppo airport
Flipkart Customer,5,Excellent,Best tws at its price and if there is Dolby in ur device then it's a beast 🥵
Flipkart Customer,5,Simply awesome,Just wow 👌  the richness in audio can be clearly felt while using these pods 🤤
Bimal Singha,5,Just wow!,Wonderful buds....Best TWS under 2K superb..oppo has wonderful job these time
Dadapeer  Shaik ,5,Worth every penny,Light weight ear phone. Sound quality is good. Voice call is also good..  Value for money..
 N PRAVEEN  KUMAR,4,Good choice,Nice product
Manupuri Jogeswar rao,5,Fabulous!,Nice
RAJU MAHAKUR,5,Terrific purchase,SOUND QUALITY 10/10BATTERY BACKUP 10/10FITTING 7/10DESIGN 9/10
Rashik Vasava,5,Excellent,I'm so very happy 🤩🤩🤩
Aman gautam,5,Classy product,"Great Product,bass is super rich."
venkey mathaboina,5,Highly recommended,Super
Flipkart Customer,4,Wonderful,"The bass isn't that good and no charging Cable inside box, but good for gaming and listening music👍And use poweramp music player for good bass"
Praveen Kumarasamy ,5,Worth every penny,Very nice super effect 9.5/10
SUDIPTA KUMAR BISWAS,5,Worth every penny,"Oppo Enco Buds 2 a brilliant ear buds. Without any hesitation go for it. Sound quality- simply awsomeBass- Excellent optimized bassSound clarity- Unbelievable sound clarity With Surround soundDolby Atmos- Yes, You can experience a different world  with Dolby atmos onMic quality- Very good micBattery backup - Just awesome, and with full charge this buds go easily 7hours+ backup without any problems. Build quality - greatOverall it is best TWS under 2000 rupees, without any hesi..."
Arham Savla,5,Best in the market!,"Sound quality is the best and product has good value for money. only one problem, the gaming experience is no satisfying. Latency is a bit high but sound quality is amazing"
Flipkart Customer,4,Really Nice,The sound quality is balanced and very good. It also has Bass mode and Clear voice mode. Very rare connectivity issues. Overall a great product.
kishor nayak nayak,3,Good,Osm
DHARAMBIR  KUMAR ,5,Great product,Super sound quality 👌👌
Vanthadupula vamshi  Vamshi ,5,Fabulous!,Super exlent
Saichand  Thoudishetty ,4,Slightly disappointed,Not bad
Naman Jain,5,Perfect product!,Excellent performance... excellent sound
Flipkart Customer,5,Awesome,Love at first sight........ Just go for it
TUSHAR  Verma,5,Awesome,awesome product
Harish Kanna,3,Nice,"Not a  good choice to buy, every features are gud but its hurting the ears ..cant be use even for 20 mins coz creatung ear pain lot nd lot"
Manu Choubey,4,Nice product,Honest review:- I was so confused between Realme air 3 neo and oppo encho buds 2 because both have almost same features..finally i bought it..honestly its design is so compact with awesome bass and balanced trible no doubt it fits your ear comfortably and very light weight..battery backup is also decent in a single charge airbuds gives 4 to 5 hours with 70-80% volume which is enough for a normal human because it's loudness is to high  and case gives 26 hours of backup you can easily charge yo...
Flipkart Customer,5,Simply awesome,Nice product 👍
Sonto Chakma,5,Wonderful,Good products
Raj Singh,5,Highly recommended,Great improvement from enco buds
Dheeraj Saini,5,Best in the market!,"Finally every feature that i want merged to one single brand. Happy with bass, treble, crystal clear sound, perfect for calling, very comfortable to ears, decent look, best battery backup, build quality excellent. Everything is perfect."
Ramesh Kumar Pradhan,5,Brilliant,It is very good product in the price range. And it looks like apple Air pods. Very cool design and awesome product. The sound is good and build is strong. I say go for it better than any other.
Tejas Upmanyu,5,Must buy!,I really like the quality of case. Its compact and easy to carry. The sound is very deep and clear. Amazing audio qualitya and deep bass. C type slot and cable with fast charging. A complete full package with minimum cost. Worth buying this.
Prashant Yadav,3,Just okay,Sound quality is good and has got nice battery backup too.Touch does not works perfectly.And build quality is not good of the case.
Kishan  Dwivedi,5,Excellent,"Great quality thanks for this i can't believe how impressive is this audio bass trebles is great good quality,i recommend to all buyers to buy with without any queries thinking about this .Thanks for this 😍😍😌😌😌"
Amrinder  Singh,5,Wonderful,Bass boosted is awesome. Sound is a decent quality and chase is very good quality products so very very good this charging port is type c is very very nice And then now passive noise cancellation is very nice product.
Ajaykumar,5,Super!,This  XPODS  case has a glossy finished look with light weight. It takes 1hour to fully charge the case as well as the earbuds. The earbuds design is some what like apple but it gives pain as I am   not used to this type of models. It gives nice bass for the songs and gives backup up to 18hours as I used it in medium volume I observed Up to 22 hours backup.it is easy to pair as I am not aware of the touch control model it took some time to get used to it. This model is perfect for calls only ...
Devansh Baliyan,5,Wonderful,"Bought these in flipkart big billion days sale at a very healthy discount. After early use of the product, I can say that these are really good earbuds in value for money prospect. Bass is the best thing about these because it's really really good. You have to compromise with noise cancellation in this price range. Battery backup is also good of about 14-15 hours in regular use. At the end, undoubtedly go for it in this budget."
Ritwik .. ,5,Wonderful,I got this product in 850 so it's a great value of money and this one is provide best bass best designed look it feels great in ear firstly I think it does not fit in my ear but didn't so if you want to buy under 1000 tws just go for it better from mivi.. 😇🙏
Surya Vardhan,5,Perfect product!,"This product is very good in this price range. Best thing which is I likes it's design of pods. Sound quality is also very good and bass is also perfect. So I can suggest those who are looking for pods with less price, they can go for it."
Tharun Darling,5,Perfect product!,Excellent product from #Boult.💗💗.Very good performance totally battery life awesome 👌🏻👌🏻👌🏻..Boss is perfect.. Loved it Very much in this Price range 🔥🔥
Flipkart Customer,3,Good,"Sound quality  super ,build quality not so good and also bluetooth calling our voice not so clear hearing opposite person,my choice colour is not available my location, overall okay Budget Boult"
buddha debnath,5,Best in the market!,"Very good quality I have ever seen,      And the style is very pretty cute ❤️"
Mohammad  Usama ,5,Mind-blowing purchase,"I think i am the 1st Buyer of this Product, Excellent Excellent Product at this Price Point, You Can't get  better then this in this budget, Looks Beautiful in Ears & size is Also Very Compact..ProsComfortableCompact SizeLooks beautifulLoudnessSound QualityBassBattery BackupConsCharging Case looks cheap (But Price is just 1k So it's acceptable)Didn't found another Cons yetDidn't test For Calling (so can't tell you about Calling experience)Conclusion:- You Can go Blindly for t..."
senthil rajan,5,Terrific,"Worth to buy. For this price it's good. Bass decent that helps your ear from heavy damage. Decent, good sound quality. Mainly I bought this for good design. So your ears will not hurt for long listening music. I bought ear bud model But it's goes inside ear So ear feels pain and no air circulation feel. So i bought this model. It's Perfectly fit in my ear. This is light weight so u not feel heavy during listing"
AJEET Kumar,5,Awesome,"It’s amazing yaar… in such low price it’s fantastic. Using with my iphone. Working greatly. Sound amazing, battery backup great. Comfort wise also good. U can’t imagine i am comparing it with original airpods which I have too. Get it??😄"
Joseph Johnson,5,Wonderful,Very good at this price. Very light weight. Doesnt feel it is in the ear. Good sound quality and good bass.  Dont compare with airpods
Shritam Dutta,5,Worth every penny,"Boult Xpods are an amazing gift for any music lover stuck in a tight budget. Been using it for two days now, while the music quality has been above my expectations, the touch based user interface is something not everyone will be able to master. I don't know if it's just me but, I think the touch sensors could've been more receptive. But this can be overcome voice in command feature that kicks in the moment you say 'hey google' or 'hey siri'. It should add an app for customising it's touch se..."
Hussain Madani,5,Awesome,I will recommend this product to all the people who are reading my comment/review.1. Value for money2. Great sound3. Worth Buying4. SatisfiedSometimes it fell from my hand but still it's working perfectly without any error.Any product you buy it always depends on the way you use it. Use it wisely it will go for long.
Flipkart Customer,5,Simply awesome,The best pods till date...sound quality is up to mark....as well as price is also reasonable...and battery life is also gud...I use it all day and charge it almost after 2 days....all over I loved it
Anirban Das,3,Great product,Awesome product sound quality very nice. bass is perfect battery only 6 hour and 3 times charge 20 hour best no problem. very effective you making reels. I all time use this earbuds. And very inprotend no noice cancellation..
Tushar K,4,Wonderful,"Sound quality is very good and pleasant. If used with correct equaliser settings(i use poweramp player with boosted bass), the bass is awesome and non distorted at high volumes also.Touch controls are a complete letdown, i use it only to wakeup the xpods when they are off due to non usage, else they are not so responsive.Mic quality is just ok in silent environment and the communication works.Charges quickly and gives good battery backup as promised. At half volume also its loud enough. Ca..."
Aryan Raj,5,Worth every penny,Good sound quality best battery back-up lightweight great bass I love it
Bhuvnesh Singh Bhadauriya,4,Really Nice,"Worth accordingly price. If you are taking for fashion and design, they are amazing. And if you are taking for listening only then you can purchase something more better than this. But nevertheless they are also good in volume and bass. It’s and average product in listening and best in design. And battery backup is too good."
Himanshu Chaturvedi,4,Good choice,Built quality is okay but sound is really good in this price range. Comfortable for long hours. Bass is good only if it fits perfectly.
Jatin  Thakor,5,Terrific,"Great quality thanks for this i can't believe how impressive is this audio bass trebles is great good quality,i recommend to all buyers to buy with without any queries thinking about this .Thanks for this 😍😍😌😌😌"
Flipkart Customer,4,Delightful,Worth buy. Nice product with good sound quality and easy to carry. However touch is not functioning properly sometimes it's a worth buy.
Flipkart Customer,5,Highly recommended,"This product is very good in this price range. Best thing which is I likes it's design of pods. Sound quality is also very good and bass is also perfect. So I can suggest those who are looking for pods with less price, they can go for it."
Roshan Kumar,5,Awesome,So fast delivery thank you so much Flipkart I am so happy product is so good sound quality so excellent
Naved Ali,5,Classy product,"Just go for it, the sound quality is very good and the boxing , packaging is so cute I love it.."
amit  sarkar,5,Brilliant,This earpod is great. It's bass is awesome. In comparison to boat---if you looking for treble sound then go for boat xpod. But in case of bass sound just go for this one of boult. Boat earpods of this price has not even the ability to stand in front of this in comparison to bass sound. I have compared both by myself. The bass is just great nd powerful. I love it so much
Mohammad Yasir Khan,2,Moderate,"Good thing.1. Clear voice2. Good bassBad thing. 1. Battery backup problem, using after 1 week xpods battery getting down 100% to 10% in 2 hours. 2. Lower volume problem."
Flipkart Customer,4,Good quality product,Very light weight and very easy to carry and also value for money the most good thing is that sound quality is adorable or Cristal clear.😊😊😊😊😊
Harshit  Verma,5,Great product,I have been using it for the last two days and below is my review.1. The sound quality is awesome.2. The box is small and easy to carry.3. It connect in fraction of a second with my devices.4. Easy to wear and no pain even after wearing it whole day5.The main reason I bought this is for Calls as we are working from home. So MIC clarity was top priority for me
Rajput Jitendra ,5,Terrific purchase,"Good one, nice battery backup and nice touchings, well built and steady as in budget class."
Tanuj kumar Pradhan,5,Wonderful,Very good product
Zoya Khan,4,Delightful,Fantastic product very nice looking
Flipkart Customer,5,Worth every penny,Very nice product...must buy this product
Kamruj Jaman,5,Classy product,Good quality 😊
Karishma Verma,5,Highly recommended,Awesome 😍
Sukhbir Rajput,4,Good choice,The best quality
Md.  Moiz,5,Just wow!,Good sound quality
Rajath Hebbar,5,Terrific purchase,Best product
Raghav  Tyagi,4,Value-for-money,Good product and best sound qualite
BINOY  Mondal ,5,Great product,Good experience.The touch has to be a little better.
Pradeep Nishad,5,Best in the market!,Nice sound Baas good and value for money 💰💰🤑
Deepak Parmar,5,Super!,Very good
Flipkart Customer,4,Very Good,Good product 👍Sound quality awesome 🙂😊
moulali shaik,1,Horrible,3days working after 3days one side not working..so bad experience
ᎪᏞᎾᏦ ᏒᎪj͎,5,Awesome,Good product 👍nice  sound  Super ❤️❤️
Flipkart Customer,5,Best in the market!,Nice product 👍👍👍
Juned Ahamad,1,Not recommended at all,Third quality product....  Some Times automatically disconnected.
Flipkart Customer,5,Super!,Nice headphone
Aditya Khatke,1,Don't waste your money,Pls don't buy this product.It has connecting issues.It did not connect automatically.And if you connect it and play song and put your mobile in your pants pocket it disconnects.And some times one side earpiece stoped automatically.And they said if you put earbuds is case it poffer off and turn charging mode automatically it's not like that. I put my both earbuds in the case and it stays connected to the phone.And other it many more other issues.Plss don't waste on this product. I am re...
Sandesh Sk,2,Could be way better,Touch not working properly . Its too bad
Flipkart Customer,3,Fair,Good
Amit  Singh,5,Mind-blowing purchase,"It is the best tws in this price range. Ergonomic design is absolutely perfect, it doesn't fall even while riding a bike. Touch controls are also smooth. On a one charge, you can rely on it for 2 and half days, without any doubt (including the charging of case). Seamless connectivity with any device. Sound quality and bass is a bit compromising, but according to the price of the product, we can't question it. So go for it. For me, the best part is that it doesn't hurt my ears even on long use."
Sudeep Ganiga,5,Just wow!,Boult company is best and bass is good money is less thank you Flifkart
Flipkart Customer,1,Useless product,Battery capacity is very low and right side buds is very low
Flipkart Customer,4,Value-for-money,good
Hathi Dan,5,Terrific purchase,Good
Flipkart Customer,2,Not good,"Charging box very low quality, sound good"
Manjeet Gupta,2,Not good,Calling quality poor 👎👎👎👎👎👎👎👎👎👎👎👎
BiBEK DAS,5,Must buy!,I fell in love with Bolt Audio Airbus
Rohit Shrivastava,1,Terrible product,Worse product I ever have have!!! It's almost 2 months now and both the ear buds stop working. Please do not buy!!!!!!!!
Flipkart Customer,1,Hated it!,One side earbuds is not working...its a bad quality don't buy this product....and also battery backup is too poor.2 hours only
Rohan Karalkar,5,Excellent,I just love it
Dr. Harbhinder,1,Not recommended at all,"Right earbud not charging , battery backup only 2 hours"
Hussain Ahmad,5,Mind-blowing purchase,Very good product..  I love him this item..  Guys  watch and use bout audio...
Siddiq  Icon,5,Super!,Super project  ❤️
Mahesh Samal,2,Bad quality,Some time s its not working
Aman Customer,1,Hated it!,Very bad quality
Sumit sharma,1,Useless product,No bass think twice before buy
Rajkumar M,1,Absolute rubbish!,Call voice not audible
Flipkart Customer,4,Delightful,Nice sound and nice bass quality
Gaurav Kesharwani,1,Mic stopped working after few days,"Mic stopped working after few days, poor all quality, good for watching movies"
Abhi Kumaar,5,Brilliant,Amazing product. I like it.Battery backup 10/10Sound quality 9/10Build quality 8/10And everything is good.
Shubham Pathak,1,Very poor,"I don't even want to give it one star.From the time I have purchased it, I'm having issues.It is changing music on its own whether you keep your phone outside or in your pocket.I'm using One plus 5 phone, I thought that there may be some  issues with my phone only, therefore I connected it with Samsung J7 prime and again the same issue persist.Don't know what to do with this earbuds now.There is also no replacement for the same.Can anyone please help."
Kuldeep  Sethi,5,Worth every penny,Love it
Flipkart Customer,3,Does the job,Good
Vicky _K,5,Terrific purchase,Good product 👍
Flipkart Customer,1,Unsatisfactory,This quality not good and very bad
Gautam Kumar,1,Very poor,Teach problem
Lhundup Choedak,4,Good quality product,Good for musicNot for gaming
Flipkart Customer,1,Waste of money!,During oncall voice  is hearing too low
Vasim  Akram,5,Perfect product!,Osm
Flipkart Customer,1,Waste of money!,So disturbed to see that a reputed company like Flipkart is delivering so poor quality. I have received already used earphones . Case is worn out full with scratches and earbuds were dirty with waxy. pathetic
Flipkart Customer,2,Moderate,"Call is not clear, proformance of good then that."
Vipulbhai  Sarvaiya ,5,Highly recommended,Supar
Prathamesh Damin Devanand Nanoskar,5,Great product,Till now nice sound quality
Naushadhasan Savan,1,Unsatisfactory,Touch control is poorTouch is Not Working
Amandeep  Singh,5,Super!,Excellent Buds I love it Value For Money 🤑 Go For it..
Somveer Saini,5,Wonderful,"Low audio,not satisfied."
Flipkart Customer,5,Fabulous!,Very good 👍🏻
Raisa Parween,5,Awesome,Bolt xpods are very nice. They sound is very impressive 😍 and bass. I have 2 xpods buy. Thanks you to flipkart ☺🙏
Manoj Mondal,5,Must buy!,Nice
Flipkart Customer,5,Fabulous!,Bass 100/100Design and bulid 100/100Battery 100/100A must buy product. One of the best bluetooth earphones at this rate. 😍
Flipkart Customer,5,Just wow!,Best best sound quality good product
Flipkart Customer,4,Good quality product,Just like it
Flipkart Customer,5,Worth every penny,Boult audio airbass xpods TWS best product is good product thanks❤❤ Flipkart quality sound quality bass
Mukesh Kumar,5,Mind-blowing purchase,Best 👌  products
limson antony,5,Excellent,"Super sound quality, design is better. Fast Bluetooth pair"
Flipkart Customer,2,Not good,Touch doesn't work
vaibhav sahu,2,Not good,Touch control not good
Flipkart Customer,4,Wonderful,Best product
Rama Krishna  Chitrada ,1,Waste of money!,Sensors is not working properly
Prasanna Kumar,4,Nice product,"Battery back up and sound,bass is superb for music lovers ,only bilud quality is poor and there is no volume control"
Amit Kumar  Chowdhury ,4,Nice product,Very nice product 👌
Sarbojit  Sen,3,Does the job,"Probably the best option at this price range. The bass is moderate, touch response is descent. Works fine during calls. A concern being when the case battery is low, the headphones sometimes stays connected, even when inside the charging case.Build quality is good."
Deependra Raghuwanshi,2,Could be way better,Battery issues
Chandru Budihal,5,Terrific,Superb song quality and good I love Boult ☺️🙂
ASHUTOSH TIWARI,5,Perfect product!,"Have very high Bass with good sound quality, Calling feature is good also but at Outdoor that are not proper, Battery backup also good, Money value product at this Range...... Very nyce product....loved it......"
saran ranga,1,Utterly Disappointed,Battery backup was so pathetic after 10days of use battery backup became even worse. When i want to return it 10day return policy is over. DONT WASTE YOUR MONEY.
Varshith Chowdary,1,Hated it!,Pls don't buy this product.  It works only 20 days After  earPods are not workingThird quality product.... Some Times automatically disconnected.3days working after 3days one side not working..so bad experienceIt has connecting issues.It did not connect automatically.And if you connect it and play song and put your mobile in your pants pocket it disconnects.And some times one side earpiece stopped automatically.And they said if you put earbuds is case it proffer off and turn chargin...
Aarti Pandey,1,Absolute rubbish!,Bad
Flipkart Customer,1,Did not meet expectations,Left side ear but no working sound issues signal issues charging issue
Simanchal Mohanty,1,Don't waste your money,Scratched on the ear pods Out side
Sonu Kumar,4,Pretty good,Good
Ravi,4,Good choice,Good product
syed umer ahmed,4,Wonderful,"Boult Xpods are an amazing gift for any music lover stuck in a tight budget. Been using it for two days now, while the music quality has been above my expectations, the touch based user interface is something not everyone will be able to master. I don't know if it's just me but, I think the touch sensors could've been more receptive. But this can be overcome voice in command feature that kicks in the moment you say 'hey google' or 'hey siri'"
Flipkart Customer,2,Bad quality,Fingerprint is not working
Vadamudala  Chinna,5,Super!,Very good
Arbaaz  Khan ,5,Must buy!,Best quality ❤️❤️❤️
Vipin Sharma,1,Waste of money!,It has a faulty charger....after few days of use charger malfunctioned ... it's charging port isn't working.
Mithun Kumar,4,Delightful,Best quality
Radhe  Shyam,5,Perfect product!,Nice product. Can go for it
Flipkart Customer,5,Awesome,Awesome product! In love with airpords!
Parvej Alam,1,Worst experience ever!,Touch not working & proper not working air buds both
Flipkart Customer,1,Very poor,My ear started paining after few minutes of usage.Not safe for usage.Also when I try for return it is not giving me option to return the product only replacement.
ARSHAD  Chaudhary,1,Very poor,The saund quality is the not good and got worse within one month
shamshad alam,5,Classy product,Good product
Flipkart Customer,5,Great product,Super
